solicitation_number,solicitation_title,agency,source_url,document_id,document_sha256,attachment_name,clause_id,clause_text
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0IwN0E5NDZCLTAwMDAtQzAxQi05NkU0LTRCMUFBQTM4NUZBQn0=,dcpass_1e8191d7a385a915,1e8191d7a385a915a05e7b08a70d704d464ea727d603947da3c4d27602cd9cbd,DCKA-2019-Q-0041_Amd3.pdf,dcpass_1e8191d7a385a915_c00010,"In response to the feedback received during the pre-proposal conference and as a result of the number of questions submitted by the deadline, Request for Qualifications (RFQ) No. DCKA-2019-Q-0041 is hereby amended to extend the response due date from June 27, 2019 to July 9, 2019 (Section A.9 and Section 10.f.(4))."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0IwN0E5NDZCLTAwMDAtQzAxQi05NkU0LTRCMUFBQTM4NUZBQn0=,dcpass_1e8191d7a385a915,1e8191d7a385a915a05e7b08a70d704d464ea727d603947da3c4d27602cd9cbd,DCKA-2019-Q-0041_Amd3.pdf,dcpass_1e8191d7a385a915_c00011,"Responses to questions submitted by the due date will be provided in an upcoming amendment expected to be released soon. Except as provided herein, all terms and conditions of the document is referenced in Item 9A or 10A remain unchanged and in full force and effect. 15A. Name and Title of Signer (Type or print) 16A. Name of Contracting Officer Ana Rangel 15B. Name of Contractor 15C. Date Signed 16B. District of Columbia 16C. Date Signed (Signature) (Signature of Contracting Officer) 6/25/2019"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00000,Amendment/Modification Number 3. Effective Date 4. Requisition/Purchase Request No. 5. Caption Design Services for the DC PLUG Program Amendment 4 See Box 16C
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00001,"Issued by: Code 7. Administered by (If other than line 6) District Department of Transportation Office of Contracting and Procurement 55 M Street, SE, 7th Floor Washington, DC 20003"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00002,"Name and Address of Contractor (No. street, city, county, state and zip code) X 9A. Amendment of Solicitation No. DCKA-2019-Q-0041 9B. Dated (See Item 11) 5/7/2019 10A. Modification of Contract/Order No. 10B. Dated (See Item 13) Code Facility"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00003,"THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in item 14. The hour and date specified for receipt of Offers is extended. is not extended. Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods: (a) By completing Items 8 and 15, and returning ___1______ copy of the amendment: (b) By acknowledging receipt of this amendment on each copy of the offer submitted; or (c) BY separate letter or fax which includes a reference to the solicitation and amendment number. FAILURE OF YOUR ACKNOWLEDGMENT TO"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00004,"OF YOUR OFFER. If by virtue of this amendment you desire to change an offer already submitted, such may be made by letter or fax, provided each letter or telegram makes reference to the solicitation and this amendment, and is received prior to the opening hour and date specified."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00005,Accounting and Appropriation Data (If Required):
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00006,"THIS ITEM APPLIES ONLY TO MODIFICATIONS OF CONTRACTORS/ORDERS,"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00007,"CONTRACT/ORDER NO. AS DESCRIBED IN ITEM 14 A. This change order is issued pursuant to (Specify Authority): The changes set forth in Item 14 are made in the contract/order no. in item 10A. B. The above numbered contract/order is modified to reflect the administrative changes (such as changes in paying office, appropriation data etc.) set forth in item 14, pursuant to the authority of 27 DCMR, Chapter 36, Section 3601.2. C. This supplemental agreement is entered into pursuant to authority of: D. Other (Specify type of modification and authority) E. IMPORTANT: Contractor is not is required to sign this document and return _____ copy to the issuing office."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00008,"Description of Amendment/Modification (Organized by UCF Section headings, including solicitation/contract subject matter where feasible.) This amendment is issued to provide the following information:"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00009,"In response to extension requests received from the contractor community, Request for Qualifications (RFQ) No. DCKA-2019-Q-0041 is hereby amended to extend the response due date from July 9, 2019 to July 24, 2019 (Section A.9 and Section 10.f.(4))."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0YwRkVCODZCLTAwMDAtQ0YxNy04N0Q2LTc0QjIzM0MzQjIyMX0=,dcpass_15a4b07079f8a738,15a4b07079f8a7383a6e0163d17e81bea4514b3f4ede893a66399a41fcb93372,DCKA-2019-Q-0041_Amd4.pdf,dcpass_15a4b07079f8a738_c00010,"Responses to questions submitted by the due date will be provided in an upcoming amendment. Except as provided herein, all terms and conditions of the document is referenced in Item 9A or 10A remain unchanged and in full force and effect. 15A. Name and Title of Signer (Type or print) 16A. Name of Contracting Officer Ana Rangel 15B. Name of Contractor 15C. Date Signed 16B. District of Columbia 16C. Date Signed (Signature) (Signature of Contracting Officer) 7/3/2019"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00000,Amendment/Modification Number 3. Effective Date 4. Requisition/Purchase Request No. 5. Caption Design Services for the DC PLUG Program Amendment 5 See Box 16C
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00001,"Issued by: Code 7. Administered by (If other than line 6) District Department of Transportation Office of Contracting and Procurement 55 M Street, SE, 7th Floor Washington, DC 20003"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00002,"Name and Address of Contractor (No. street, city, county, state and zip code) X 9A. Amendment of Solicitation No. DCKA-2019-Q-0041 9B. Dated (See Item 11) 5/7/2019 10A. Modification of Contract/Order No. 10B. Dated (See Item 13) Code Facility"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00003,"THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in item 14. The hour and date specified for receipt of Offers is extended. is not extended. Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods: (a) By completing Items 8 and 15, and returning ___1______ copy of the amendment: (b) By acknowledging receipt of this amendment on each copy of the offer submitted; or (c) BY separate letter or fax which includes a reference to the solicitation and amendment number. FAILURE OF YOUR ACKNOWLEDGMENT TO"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00004,"OF YOUR OFFER. If by virtue of this amendment you desire to change an offer already submitted, such may be made by letter or fax, provided each letter or telegram makes reference to the solicitation and this amendment, and is received prior to the opening hour and date specified."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00005,Accounting and Appropriation Data (If Required):
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00006,"THIS ITEM APPLIES ONLY TO MODIFICATIONS OF CONTRACTORS/ORDERS,"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00007,"CONTRACT/ORDER NO. AS DESCRIBED IN ITEM 14 A. This change order is issued pursuant to (Specify Authority): The changes set forth in Item 14 are made in the contract/order no. in item 10A. B. The above numbered contract/order is modified to reflect the administrative changes (such as changes in paying office, appropriation data etc.) set forth in item 14, pursuant to the authority of 27 DCMR, Chapter 36, Section 3601.2. C. This supplemental agreement is entered into pursuant to authority of: D. Other (Specify type of modification and authority) E. IMPORTANT: Contractor is not is required to sign this document and return _____ copy to the issuing office."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKme0EwNDIyMDZDLTAwMDAtQ0QxOC05MjhBLUU2NDMxOTQwNzU5OX0=,dcpass_271d310eeaba5d22,271d310eeaba5d220e9d54ea6a5914dd75df27007c6401f94b1010e665a0a1a3,DCKA-2019-Q-0041_Amd5.pdf,dcpass_271d310eeaba5d22_c00008,"Description of Amendment/Modification (Organized by UCF Section headings, including solicitation/contract subject matter where feasible.) This amendment is issued to provide the following information: Request for Qualifications (RFQ) No. DCKA-2019-Q-0041 is hereby amended to extend the response due date from July 24, 2019 to August 8, 2019 (Section A.9 and Section 10.f.(4)). Except as provided herein, all terms and conditions of the document is referenced in Item 9A or 10A remain unchanged and in full force and effect. 15A. Name and Title of Signer (Type or print) 16A. Name of Contracting Officer Ana Rangel 15B. Name of Contractor 15C. Date Signed 16B. District of Columbia 16C. Date Signed (Signature) (Signature of Contracting Officer) 7/23/2019"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00000,Amendment/Modification Number 3. Effective Date 4. Requisition/Purchase Request No. 5. Caption Design Services for the DC PLUG Program Amendment 1 See Box 16C
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00001,"Issued by: Code 7. Administered by (If other than line 6) District Department of Transportation Office of Contracting and Procurement 55 M Street, SE, 7th Floor Washington, DC 20003"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00002,"Name and Address of Contractor (No. street, city, county, state and zip code) X 9A. Amendment of Solicitation No. DCKA-2019-Q-0041 9B. Dated (See Item 11) 5/7/2019 10A. Modification of Contract/Order No. 10B. Dated (See Item 13) Code Facility"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00003,"THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in item 14. The hour and date specified for receipt of Offers is extended. is not extended. Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods: (a) By completing Items 8 and 15, and returning ___1______ copy of the amendment: (b) By acknowledging receipt of this amendment on each copy of the offer submitted; or (c) BY separate letter or fax which includes a reference to the solicitation and amendment number. FAILURE OF YOUR ACKNOWLEDGMENT TO"
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00004,"OF YOUR OFFER. If by virtue of this amendment you desire to change an offer already submitted, such may be made by letter or fax, provided each letter or telegram makes reference to the solicitation and this amendment, and is received prior to the opening hour and date specified."
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00005,Accounting and Appropriation Data (If Required):
DCKA-2019-Q-0041,Design Services for the DC PLUG Program,DDOT,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDE5LVEtMDA0McKmezcwOTdEQTZBLTAwMDAtQzQxMS1BQ0RDLTk5MTMwQTdFMzg1RH0=,dcpass_1e2c259c87e18f46,1e2c259c87e18f46f88223f155058f10253408f91777da89e328633b3ea7532a,DCKA-2019-Q-0041_Amd1.pdf,dcpass_1e2c259c87e18f46_c00006,"THIS ITEM APPLIES ONLY TO MODIFICATIONS OF CONTRACTORS/ORDERS,"
